model_code,sku,productidweb,category_code,brand,Thời gian ra mắt,Màn hình hiển thị,Kích thước màn hình,Độ phân giải,Dài,Dày,Khối lượng máy,Bộ nhớ,Hệ điều hành,Hỗ trợ mainboard,Chất liệu thân vỏ,Hỗ trợ ổ cứng tối đa,Phụ kiện đi kèm,Đèn LED,Tản nhiệt nước,Tản nhiệt CPU,Tốc độ (RPM),Cổng kết nối,Cổng giao tiếp,Wifi,Thẻ nhớ,Webcam,Tính năng khác,Ổ đĩa quang,Rộng,Nguồn điện,Công nghệ CPU,Loại CPU,Tốc độ CPU,Tốc độ tối đa,Số nhân,Bộ nhớ đệm,Socket,Chipset,RAM,Loại RAM,Số khe RAM,Hỗ trợ RAM tối đa,Tản nhiệt RAM,Ổ cứng,Chuẩn kết nối ổ cứng,Khe cắm mở rộng,Màn hình cảm ứng,Thiết kế card,Công nghệ âm thanh,Model Mainboard,Form Factor,Socket (mainboard),Loại RAM mainboard,Số khe RAM mainboard,Tốc độ Bus RAM mainboard,Hỗ trợ RAM tối đa/mainboard,Hỗ trợ khe cắm SSD M.2/HDD,Số khe cắm mở rộng,Cổng I/O mặt sau,Kết nối Internet,Card đồ hoạ onboard,Model GPU,Chip đồ họa (GPU),Bus bộ nhớ,Chuẩn giao tiếp,Bộ nguồn đề xuất,Hỗ trợ OC,Yêu cầu cấp nguồn trực tiếp,Cổng xuất hình ảnh,Số lượng quạt,Loại Case,giá gốc,giá khuyến mãi,khuyến mãi quà
172209,3643563000433,357649,72,Singpc,2025,Không có,Không có,Không có,135,40,1,Không,Windows 11 Pro,Không,Không,Không,Không,Không,Không,Không,Không,1 x HDMI 2.0 | 2 x LAN (RJ45) | 1 x DisplayPort 1.4 | 2 x USB 2.0,Không,Wi-Fi 6(802.11ax) | Bluetooth 5.2,Không có,Không,Không,Không,125,95 W,Không,155U,1.70 GHz,4.80 GHz,12 nhân - 14 luồng,12 MB,Không,Không,16 GB,DDR5 2 khe (1 khe 16 GB + 1 khe trống),2 khe,64 GB,Không,512 GB SSD M.2 NVMe,Không,1 x Khe cắm M.2 SATA/NVMe hỗ trợ PCIe 3.0 (Tối đa 4 TB) | 1 x Khe cắm SSD M.2 NVMe hỗ trợ PCIe 4.0 (Tối đa 4 TB),Không,Card đồ hoạ tích hợp,Intel Smart Sound | Không,Không,Không,Không,Không,Không,5000 Mhz,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,19300000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172349,3643563000442,361295,72,Singpc,2025,Độ sáng 250 nits | IPS | 75 Hz | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),543,160,4,Không,Windows 11 Pro,Không,Không,Không,Không,Không,Không,Không,Không,Không có,4 x USB 3.2 | VGA | 1 x LAN (RJ45) | 1 x HDMI | 1 x Audio-out | 1 x Audio-in | 2 x USB 2.0,Wi-Fi 6 (2x2) 802.11 b/g/n/ac/ax | Bluetooth 5.2,Không có,3.1 MP (with Mic),Không,Không,425,60 W,Không,N100,Hãng không công bố,3.4 GHz,4 nhân - 4 luồng,6 MB,Không,Intel SoC,16 GB,DDR4 SO-DIMM,1 khe,16 GB,Không,512 GB SSD M.2 NVMe,Không,SSD 2.5 inch SATA 3 hoặc HDD 2.5 inch SATA 3,Không,Card đồ hoạ tích hợp,Realtek High Definition Audio | Không,Không,Không,Không,Không,Không,2133,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,15000000,14290000,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172348,3643563000441,361292,72,Singpc,2025,Độ sáng 250 nits | IPS | 75 Hz | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),543,160,4,Không,Windows 11 Pro,Không,Không,Không,Không,Không,Không,Không,Không,Không có,4 x USB 3.2 | VGA | 1 x LAN (RJ45) | 1 x HDMI | 1 x Audio-out | 1 x Audio-in | 2 x USB 2.0,Wi-Fi 6 (2x2) 802.11 b/g/n/ac/ax | Bluetooth 5.2,Không có,3.1 MP (with Mic),Không,Không,425,60 W,Không,N100,Hãng không công bố,3.4 GHz,4 nhân - 4 luồng,6 MB,Không,Intel SoC,8 GB,DDR4 SO-DIMM,1 khe,16 GB,Không,SSD 256 GB M.2 NVMe,Không,SSD 2.5 inch SATA 3 hoặc HDD 2.5 inch SATA 3,Không,Card đồ hoạ tích hợp,Realtek High Definition Audio | Không,Không,Không,Không,Không,Không,2133,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,12500000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172347,3643563000440,361290,72,Singpc,2025,Độ sáng 250 nits | Chống chói Anti Glare,23.8 inch,Full HD (1920 x 1080),554,148,4,Không,Windows 11 Pro,Không,,Không,Không,Không,Không,Không,Không,Không có,2 x USB Type-C 3.2 Gen1 | 2 x USB Type-C (full function) | 1 x Audio jack | 2 x USB 2.0,WiFi 802.11 B/G/N/AC | Bluetooth 5.0,Không có,1.0 MP (with Mic),Đi kèm chuột & bàn phím,Không,469,90 W,Không,12450H,2.00 GHz,4.4 GHz,8 nhân - 12 luồng,12 MB,BGA 1744,Intel SoC,16 GB,DDR5 SO-DIMM,Onboard,16 GB,Không,"512 GB SSD (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",,Không,Không,Card đồ hoạ tích hợp,Realtek High Definition Audio | Không,Không,Không,Không,Không,Không,4000 MHz (OC),Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,20500000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171531,3643563000342,329465,72,Rosa,2024,Không có,Không có,Không có,350,183,2,Không,Windows 11 Pro,ATX | Micro-ATX | Mini-ITX,Kim loại,2 x SSD 2.5 inch | 1 x HDD 3.5 inch,2 quạt,Không,Kích thước tối đa 240 mm,Không,Không,Không có,Không,Không,Không có,Không,Không,Không,310,Hãng không công bố,AMD Ryzen 3000 Series | AMD Ryzen 4000G Series | AMD Ryzen 5000 series | AMD Ryzen 5000G Series,3200G,3.60 GHz,4.0 GHz,4 nhân - 4 luồng,6 MB,AM4,AMD A520,8 GB,DDR4,1 khe,Không,Không,256 GB,SSD SATA 3,Không,Không,Không có,Realtek ALC887/897 7.1 Surround Sound CODEC | Không có,PRIME A520M-K,Micro-ATX,AM4,DDR4 Non-ECC | Un-buffered Memory | Dual Channel Memory Architecture,2 x DIMM,2133,64 GB,4 x SATA 6Gb/s ports | 1 x M.2 slot,1 x PCIe 3.0 x16 slot | 2 x PCIe 3.0 x1 slot,4 x USB 3.1 | 1 x VGA (D-Sub) | 1 x HDMI | 1 x LAN | 3 x Audio jack | 1 x PS2 | 2 x USB 2.0,Không,Có,Không,Không,Không,Không,Không,Không,Không,Không,Không,Mid Tower,9490000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171825,3643563000413,335909,72,Rosa,2025,Không có,Không có,Không có,41,21,4,6 GB DDR6,Windows 11 Pro,ITX | Micro-ATX,"Khung case kim loại, mặt trước nhựa ABS",2 x HDD 3.5 inch | 2 x SSD 2.5 inch,3 quạt,,Kích thước tối đa 175 mm,Tản Nhiệt Khí CPU,650-1800 RPM ± 5%,,,,Không có,,,Không,37,650W,Intel Pentium Celeron | Intel Core thế hệ 13 | Intel Core thế hệ 14 | Intel Pentium Gold | Intel Core thế hệ 12,12100F,3.30 GHz,4.30 GHz,Hãng không công bố,12 MB,LGA 1700,Hãng không công bố,8 GB,DDR4,1 khe,Không,Có,256 GB,SSD NVMe M.2,Không,Không,Không có,Realtek 7.1 Surround Sound High Definition Audio CODEC | Không có,ASUS PRIME H610M-K,Micro-ATX,Socket Intel LGA 1700,DDR4 Non-ECC | Un-buffered Memory | Intel Extreme Memory Profile (XMP) | Dual Channel Memory Architecture,2 x DIMM,2133,64 GB,4 x SATA 6Gb/s ports | 1 x M.2 slot,1 x PCIe 3.0 x1 slot | 1 x PCIe 4.0 x16 slot,1 x VGA (D-Sub) | 1 x HDMI | 3 x Audio jack | 1 x PS2 | 2 x USB 2.0 | 1 x LAN (RJ45) | 4 x USB 3.2,Không,Có,DUAL-RTX3050-6G,NVIDIA GeForce RTX 3050,96 Bit,PCI Express 4.0,Không,Có,Không,1 x DVI-D | 1 x DisplayPort 1.4a | 1 x HDMI 2.1a,2 quạt,MORAX 3FA BLACK,19790000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171826,3643563000414,335910,72,Rosa,2025,Không có,Không có,Không có,41,21,4,6 GB DDR6,Windows 11 Pro,ITX | Micro-ATX,"Khung case kim loại, mặt trước nhựa ABS",2 x HDD 3.5 inch | 2 x SSD 2.5 inch,3 quạt,,Kích thước tối đa 175 mm,Tản Nhiệt Khí CPU,650-1800 RPM ± 5%,,,,Không có,,,Không,37,650W,Intel Pentium Celeron | Intel Core thế hệ 13 | Intel Core thế hệ 14 | Intel Pentium Gold | Intel Core thế hệ 12,12400F,2.50 GHz,4.4 GHz,Hãng không công bố,18 MB,LGA 1700,Intel B760,16 GB,DDR4,1 khe,Không,Có,500 GB,SSD NVMe M.2,,Không,Không có,Realtek 7.1 Surround Sound High Definition Audio CODEC | Không có,ASUS PRIME B760M-K D4,Micro-ATX,Socket Intel LGA 1700,DDR4 Non-ECC | Un-buffered Memory | Intel Extreme Memory Profile (XMP) | Dual Channel Memory Architecture,2 x DIMM,2133,64 GB,4 x SATA 6Gb/s ports | 2 x M.2 slot,2 x PCIe 3.0 x1 slot | 1 x PCIe 4.0 x16 slot,1 x VGA (D-Sub) | 1 x HDMI | 1 x LAN | 1 x PS2 | 2 x USB 2.0 | 3 x Audio jacks | 4 x USB 3.2,,Không,DUAL-RTX3050-6G,NVIDIA GeForce RTX 3050,96 Bit,PCI Express 4.0,Không,Có,Không,1 x DVI-D | 1 x DisplayPort 1.4a | 1 x HDMI 2.1a,3 quạt,MORAX 3FA BLACK,26290000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172266,3643563000436,358731,72,Rosa,2025,Không có,Không có,Không có,430,465,7,8 GB GDDR6,Windows 11 Pro,Micro-ATX | Mini-ITX,"Thép, nhựa, kính cường lực",2 x HDD 3.5 inch | 1 x SSD 2.5 inch,Không,,Kích thước tối đa 360 mm,Tản Nhiệt Khí CPU,650-1800 RPM ± 5%,Không có,Không,Không,Không có,Không,Không,Không,220,500 - 550 W,Intel Pentium Celeron | Intel Core thế hệ 13 | Intel Core thế hệ 14 | Intel Pentium Gold | Intel Core thế hệ 12,12400F,2.50 GHz,4.4 GHz,6 nhân - 12 luồng,18 MB,LGA 1700,Intel B760,16 GB,DDR4 4 khe (1 khe 16 GB + 3 khe trống),Không,Không,Có,500 GB,SSD M2 PCle,Không,Không,Không có,Realtek 7.1 Surround Sound High Definition Audio CODEC | Không có,PRIME B760M-K D4,mATX,Socket Intel LGA 1700,DDR4 Non-ECC | Un-buffered Memory | Intel Extreme Memory Profile (XMP) | Dual Channel Memory Architecture,2 x DIMM,2133,64 GB,4 x SATA 6Gb/s ports | 2 x M.2 slot,2 x PCIe 4.0 x1 slot | 1 x PCIe 4.0 x16 slot,1 x VGA (D-Sub) | 1 x HDMI | 1 x LAN | 2 x USB 2.0 | 1 x PS/2 | 3 x Audio jacks | 4 x USB 3.2 Gen 1,1 x Realtek 2.5Gb Ethernet (LAN),Không,DUAL-RTX5050-8G,NVIDIA GeForce RTX 5050,128 Bit,PCI Express 4.0,550W,Không,Có,3 x DisplayPort 1.4 | 1 x HDMI 2.1,2 quạt,Asus A21,30990000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172265,3643563000435,358730,72,Rosa,2025,Không có,Không có,Không có,407,220,4,6GB GDDR6,Windows 11 Pro,ITX | M-ATX,"Khung case kim loại, mặt trước nhựa ABS",2 x HDD 3.5 inch | 2 x SSD 2.5 inch,3 quạt,,Kích thước tối đa 175 mm,Tản Nhiệt Khí CPU,650-1800 RPM ± 5%,,,,Không có,,,Không,370,500 W,Intel Pentium Celeron | Intel Core thế hệ 13 | Intel Core thế hệ 14 | Intel Pentium Gold | Intel Core thế hệ 12,12700F,2.10 GHz,4.80 GHz,12 nhân - 20 luồng,25 MB,LGA 1700,Intel B760,16 GB,DDR5,2 khe,Không,Có,500 GB,SSD M2 PCle,,Không,Không có,Realtek 7.1 Surround Sound High Definition Audio CODEC,PRIME B760M-K,mATX,Socket Intel LGA 1700,DDR4 Non-ECC | Un-buffered Memory | Intel Extreme Memory Profile (XMP) | Dual Channel Memory Architecture,2 x DIMM,5000 Mhz,96 GB,4 x SATA 6Gb/s ports | 2 x M.2 slot,2 x PCIe 4.0 x1 slot | 1 x PCIe 4.0 x16 slot,1 x VGA (D-Sub) | 1 x HDMI | 1 x LAN | 3 x Audio jack | 2 x USB 2.0 | 1 x PS/2 | 4 x USB 3.2 Gen 1,1 x Realtek 2.5Gb Ethernet (LAN),Không,DUAL-RTX3050-6G,NVIDIA GeForce RTX 3050,96 Bit,PCI Express 4.0,450W,Không,Không,1 x DVI-D | 1 x DisplayPort 1.4 | 1 x HDMI 2.1,2 quạt,MORAX 3FA BLACK,34990000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172267,3643563000437,358732,72,Rosa,2025,Không có,Không có,Không có,477,455,7,8 GB GDDR7,Windows 11 Pro,Micro-ATX | Mini-ITX,"Thép, nhựa, kính cường lực",2 x HDD 3.5 inch | 1 x SSD 2.5 inch,Không,,Kích thước tối đa 360 mm,Tản Nhiệt Khí CPU,650-1800 RPM ± 5%,Không có,Không,Không,Không có,Không,Không,Không,221,600 W,Intel Pentium Celeron | Intel Core thế hệ 13 | Intel Core thế hệ 14 | Intel Pentium Gold | Intel Core thế hệ 12,12400F,2.50 GHz,4.4 GHz,6 nhân - 12 luồng,18 MB,LGA 1700,Intel B760,16 GB,DDR5,Không,Không,Có,500 GB,SSD SATA 3,Không,Không,Không có,Realtek 7.1 Surround Sound High Definition Audio CODEC | Không có,PRIME B760M-K,mATX,Socket Intel LGA 1700,DDR5 Non-ECC | Un-buffered Memory | Intel Extreme Memory Profile (XMP) | Dual Channel Memory Architecture,2 x DIMM,5000 Mhz,96 GB,4 x SATA 6Gb/s ports | 2 x M.2 slot,2 x PCIe 4.0 x1 slot | 1 x PCIe 4.0 x16 slot,1 x VGA (D-Sub) | 1 x HDMI | 1 x LAN | 2 x USB 2.0 | 1 x PS/2 | 3 x Audio jacks | 4 x USB 3.2 Gen 1,1 x Realtek 2.5Gb Ethernet (LAN),Không,DUAL-RTX5060-8G,NVIDIA GeForce RTX 5060,128 Bit,PCI Express 4.0,550W,Không,Có,3 x DisplayPort 1.4 | 1 x HDMI 2.1,2 quạt,Asus A21,35290000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172377,3643563000444,361944,72,Msi,2025,Không có,Không có,Không có,369,168,7,Không,Windows 11 Home,Không,,Không,Không,Không,Không,Không,Không,1x LAN (RJ45) | 3 x Audio jacks | 4 x USB 2.0 | 1 x HDMI out 2.1 | 1 x DisplayPort 1.4 | 1 x VGA,Không,Bluetooth 5.0 | Wi-Fi 5,Không có,Không,Đi kèm chuột & bàn phím,Không,323,300 W,Không,14400,2.50 GHz,4.70 GHz,10 Nhân - 16 Luồng,20 MB,LGA 1700,Intel H610 Chipset,16 GB,DDR5 2 khe (1 khe 8 GB + 1 khe 8 GB),2 khe,64 GB,Không,,,1 x 2.5” HDD hoặc SSD | 1 x HDD 3.5 inch,Không,Card đồ hoạ tích hợp,Realtek ALC897 | Không,Không,Không,Không,Không,Không,4000 MHz (OC),Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,16790000,16790000,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172378,3643563000445,361945,72,Msi,2025,Không có,Không có,Không có,369,168,7,Không,Windows 11 Home,Không,Không,Không,Không,Không,Không,Không,Không,1x LAN (RJ45) | 3 x Audio jacks | 4 x USB 2.0 | 1 x HDMI out 2.1 | 1 x DisplayPort 1.4 | 1 x VGA,Không,Bluetooth 5.0 | Wi-Fi 5,Không có,Không,Đi kèm chuột & bàn phím,Không,323,300 W,Không,14100,3.50 GHz,4.70 GHz,4 nhân - 8 luồng,12 MB,LGA 1700,Intel H610 Chipset,8 GB,DDR5 2 khe (1 khe 8 GB + 1 khe trống),2 khe,64 GB,Không,,,1 x 2.5” HDD hoặc SSD | 1 x HDD 3.5 inch,Không,Card đồ hoạ tích hợp,Realtek ALC897 | Không,Không,Không,Không,Không,Không,4000 MHz (OC),Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,13790000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172310,3643563000439,360061,72,Msi,2025,Không có,Không có,Không có,124,53,0,Không,Windows 11 Home,,,,Không,Không,Không,Không,Không,2 x LAN (RJ45) | 1 x HDMI out 2.1 | 1 x DisplayPort 1.4 | 2 x USB 2.0,Không,Bluetooth 5.0 | Wi-Fi 5,Không có,Không,Đi kèm chuột & bàn phím | Tương thích Vesa 100 x 100 mm | TPM 2.0,Không,124,65 W,Không,N100,0.8 GHz,3.4 GHz,4 nhân - 4 luồng,6 MB,BGA1264,Intel SoC,8 GB (1 thanh),DDR4,1 khe,16 GB,Không,128 GB SSD M.2 NVMe PCIe Gen 3x2/SATA,1 x Hỗ trợ khe cắm HDD SATA 2.5 inch | M.2 NVMe PCIe 3.0,,Không,Card đồ hoạ tích hợp,Realtek ALC256,Không,Không,Không,Không,Không,2133,Không,Không,,,,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,7090000,6590000,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
172376,3643563000443,361943,72,Msi,2025,Không có,Không có,Không có,369,168,7,Không,Windows 11 Home,Không,Không,,Không,Không,Không,Không,Không,1x LAN (RJ45) | 3 x Audio jacks | 4 x USB 2.0 | 1 x HDMI out 2.1 | 1 x DisplayPort 1.4 | 1 x VGA,Không,Bluetooth 5.0 | Wi-Fi 5,Không có,Không,Đi kèm chuột & bàn phím,Không,323,300 W,Không,14400,2.50 GHz,4.70 GHz,10 nhân - 16 luồng,20 MB,LGA 1700,Intel H610 Chipset,8 GB,DDR5 2 khe (1 khe 8 GB + 1 khe trống),2 khe,64 GB,Không,,,1 x 2.5” HDD hoặc SSD | 1 x HDD 3.5 inch,Không,Card đồ hoạ tích hợp,Realtek ALC897 | Không,Không,Không,Không,Không,Không,,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,15990000,,"Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171584,3643563000354,331485,72,Apple,2024,Mặt kính Nano | Độ sáng 500 nits | Công nghệ True Tone | Wide color (P3),24 inch,Retina 4.5K (4480 x 2520),547,147,4,Không,Mac OS,,,,Không,Không,Không,Không,Không,,"4 x Thunderbolt/USB 4 (hỗ trợ DisplayPort, Thunderbolt 4 up to 40Gb/s, USB 4 up to 40Gb/s và USB 3.1 Gen 2 up to 10Gb/s) | Jack 3.5 mm",Bluetooth 5.3 | Wi-Fi 6E (802.11ax),Không có,12 MP,Đi kèm chuột & bàn phím không dây | Touch ID tích hợp trên bàn phím,Không,461,143 W,Apple M4,Hãng không công bố,120 GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,16 GB,Hãng không công bố,Hãng không công bố,Không,Không,SSD 256 GB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Hệ thống 6 loa | 3 micro | Wide stereo sound | Spatial Audio | Dolby Atmos,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,44090000,43590000,"Phiếu mua hàng Chuột, Bàn phím (Apple) trị giá 500,000đ | Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171796,3641273000413,335383,72,Apple,2025,Không có,Không có,Không có,197,95,3,Không,Mac OS,,,,Không,Không,Không,Không,Không,"1 x HDMI 2.1 | 4 x Thunderbolt 5 (Hỗ trợ cho Thunderbolt 5 up to 120Gb/s, USB 4 up to 120Gb/s, USB 3 up to 10Gb/s và DisplayPort 2.1) | 2 x USB-A | 1x LAN (RJ45) | 1 x Jack tai nghe 3.5 mm",,Bluetooth 5.3 | Wi-Fi 6E (802.11ax),SDXC (UHS-II),Không,Không,Không,197,480 W,Apple M3 Ultra,28 nhân CPU,819 GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,96 GB,Hãng không công bố,Hãng không công bố,Không,Không,SSD 1 TB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Không có,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,Không,Không,Không,,Không,Không,149990000,149490000,"Phiếu mua hàng Chuột, Bàn phím (Apple) trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
176909,3643563000395,334002,72,Apple,2024,Độ sáng 500 nits | Công nghệ True Tone | Wide color (P3),24 inch,Retina 4.5K (4480 x 2520),547,147,4,Không,Mac OS,,,,Không,Không,Không,Không,Không,,"4 x Thunderbolt/USB 4 (hỗ trợ DisplayPort, Thunderbolt 4 up to 40Gb/s, USB 4 up to 40Gb/s và USB 3.1 Gen 2 up to 10Gb/s) | Jack 3.5 mm",Bluetooth 5.3 | Wi-Fi 6E (802.11ax),Không có,12 MP,Đi kèm chuột & bàn phím không dây | Touch ID tích hợp trên bàn phím,Không,461,143 W,Apple M4,Hãng không công bố,120 GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,24 GB,Hãng không công bố,Hãng không công bố,Không,Không,SSD 512 GB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Hệ thống 6 loa | 3 micro | Wide stereo sound | Spatial Audio | Dolby Atmos,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,50990000,50490000,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171795,3641273000412,335382,72,Apple,2025,Không có,Không có,Không có,197,95,2,Không,Mac OS,,,,Không,Không,Không,Không,Không,"1 x HDMI 2.1 | 4 x Thunderbolt 5 (Hỗ trợ cho Thunderbolt 5 up to 120Gb/s, USB 4 up to 120Gb/s, USB 3 up to 10Gb/s và DisplayPort 2.1) | 2 x USB-A | 1x LAN (RJ45) | 1 x Jack tai nghe 3.5 mm",,Bluetooth 5.3 | Wi-Fi 6E (802.11ax),SDXC (UHS-II),Không,Không,Không,197,480 W,Apple M4 Max,14 nhân CPU,410 GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,36 GB,Không,Không,Không,Không,SSD 1 TB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Không có,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,78190000,77690000,"Phiếu mua hàng Chuột, Bàn phím (Apple) trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171794,3641273000411,335381,72,Apple,2025,Không có,Không có,Không có,197,95,2,Không,Mac OS,,,,Không,Không,Không,Không,Không,"1 x HDMI 2.1 | 4 x Thunderbolt 5 (Hỗ trợ cho Thunderbolt 5 up to 120Gb/s, USB 4 up to 120Gb/s, USB 3 up to 10Gb/s và DisplayPort 2.1) | 2 x USB-A | 1x LAN (RJ45) | 1 x Jack tai nghe 3.5 mm",,Bluetooth 5.3 | Wi-Fi 6E (802.11ax),SDXC (UHS-II),Không,Không,Không,197,480 W,Apple M4 Max,14 nhân CPU,410 GB/s memory bandwidth,Hãng không công bố,,Không,Không,Hãng không công bố,36 GB,Không,Không,Không,Không,SSD 512 GB,Hãng không công bố,Không,Không,Card đồ hoạ tích hợp,Không có,Không,Không,Không,,Không,5000 MHz (OC),Không,,,,,Không,Không,Không,Không,Không,,Không,Không,,Không,Không,69990000,69490000,"Phiếu mua hàng Chuột, Bàn phím (Apple) trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171817,3643563000411,335813,72,Asus,2025,Không có,Không có,Không có,347,155,6,Không,Windows 11 Home SL,Không,,Không,Không,Không,Không,Không,Không,1x LAN (RJ45) | 1 x Microphone | 4 x USB 2.0 | 1 x Line-out | 1 x HDMI 1.4 | 1 x DisplayPort 1.4 | 1 x Line-in,Không,Wi-Fi 6(802.11ax) (Dual band) 2*2 | Bluetooth 5.3,Không có,Không,Không,Không,296,180 W,Không,1315U,1.20 GHz,4.50 GHz,,Không,Không,Hãng không công bố,8 GB,DDR5 SO-DIMM,1 khe,64 GB,Không,512 GB SSD M.2 2280 NVMe PCIe 4.0,Không,1 x M2 2280,Không,Không có,Không có | Không,Không,Không,Không,Không,Không,4000 MHz (OC),Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,,Không,Không,Không,Không,Không,11280000,11280000,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
171816,3643563000410,335812,72,Asus,2025,Không có,Không có,Không có,347,155,6,Không,Windows 11 Home SL,Không,,Không,Không,Không,Không,Không,Không,1x LAN (RJ45) | 1 x Microphone | 4 x USB 2.0 | 1 x Line-out | 1 x HDMI 1.4 | 1 x DisplayPort 1.4 | 1 x Line-in,Không,Wi-Fi 6(802.11ax) (Dual band) 2*2 | Bluetooth 5.3,Không có,Không,Đi kèm chuột & bàn phím,Không,296,180 W,Không,13420H,2.10 GHz,4.6 GHz,,Không,Không,Hãng không công bố,8 GB,DDR5 SO-DIMM,1 khe,64 GB,Không,512 GB SSD M.2 2280 NVMe PCIe 4.0,Không,1 x M2 2280,Không,Không có,Không có | Không,Không,Không,Không,Không,Không,4000 MHz (OC),Không,Không,Không,Không,Không,Không,Không,Không,Không,Không,,Không,Không,Không,Không,Không,,,"Phiếu mua hàng Bộ lưu điện trị giá 500.000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời"
