model_code,sku,productidweb,category_code,brand_id,brand,Sản xuất tại,Thời gian ra mắt,Dung tích tổng,Điện năng tiêu thụ,Công nghệ tiết kiệm điện,Tiện ích,Chất liệu động cơ,Số cửa,Cao,Ngang,Sâu,Khối lượng máy,Độ ồn,Loại Gas,Loại sản phẩm,Chất liệu mặt,Công nghệ,Chất liệu ruột,Dung tích ngăn đông mềm,Thương hiệu của,Số ngăn,Nhiệt độ ngăn đông (độ C),giá gốc,giá khuyến mãi,khuyến mãi quà
164826,3050893000294,312280,40,189,Alaska,Trung Quốc,2023,415 lít,,Không có,Khoá cửa tủ | Bánh xe | Đèn LED,Nhôm,2 cửa,197,61,61,72,60 dB,R134a,Tủ mát,Công nghệ kính Low-E,Làm lạnh trực tiếp,Nhựa,Không,Việt Nam,1 ngăn mát,Không,,,
164825,3050893000293,312278,40,189,Alaska,Trung Quốc,2023,1290 lít,,Không có,Cửa kính | Bảng điều khiển | Bánh xe (có khoá) | Khoá cửa tủ | Hộp đèn LED,Đồng,3 cửa,197,160,61,157,65 dB,R134a,Tủ mát,Công nghệ kính Low-E,Làm lạnh trực tiếp,Nhựa,Không,Việt Nam,1 ngăn mát,Không,,,
164808,3050893000291,309728,40,191,Sanaky,Việt Nam,2023,150 lít,266 kWh/năm,Không có,Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Nhôm,1 cửa,84,61,62,30,38 dB,R600a,Tủ đông mini,Không,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,1 ngăn đông,≤ -18°C,5290000,3970000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164795,3050893000290,306402,40,184,Hoà Phát,Việt Nam,2022,107 lít,2.11 kWh/ngày,Không có,Xẻng cạo tuyết | Khóa cửa tủ | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Nhôm,1 cửa,86,56,58,25,55 - 65 dB,R600a,Tủ đông mini,Không,Công nghệ Extra Freezing,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -30℃,5100000,3790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164758,3050893000289,304179,40,184,Hoà Phát,Việt Nam,2023,544 lít,2.88 kWh/ngày,Không có,Xẻng cạo tuyết | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,90,170,72,70,55 - 65 dB,R290,Tủ đông,Không,Công nghệ Extra Freezing | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18˚C,14520000,11890000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164704,3050893000282,292734,40,184,Hoà Phát,Việt Nam,2022,252 lít,2.95 kWh/ngày,Không có,Xẻng cạo tuyết | Nút điều khiển nhiệt độ bên ngoài tủ | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe,Đồng,1 cửa,87,108,59,40,55 - 65 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,7350000,5900000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164703,3050893000281,292733,40,184,Hoà Phát,Việt Nam,2022,162 lít,2.66 kWh/ngày,Không có,Xẻng cạo tuyết | Nút điều khiển nhiệt độ bên ngoài tủ | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe,Đồng,1 cửa,85,81,55,34,55 - 65 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,5880000,4790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164694,3050893000279,291695,40,184,Hoà Phát,Việt Nam,2022,271 lít,1.2 kWh/ngày,Inverter,Xẻng cạo tuyết | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,92,122,70,50,55 - 65 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,8530000,7070000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164693,3050893000277,291693,40,184,Hoà Phát,Việt Nam,2022,147 lít,2.88 kWh/ngày,Không có,Khay đựng đồ | Xẻng cạo tuyết | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Hợp kim,1 cửa,113,54,54,39,55 - 65 dB,R134a,Tủ đông mini,Không,Công nghệ Extra Freezing | Ngăn Hygiene Box dự trữ thực phẩm chế biến trong ngày | Làm lạnh trực tiếp,Nhựa HIPS kháng khuẩn,Không,Việt Nam,1 ngăn đông,≤ -18°C,6370000,4750000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164692,3050893000275,291692,40,184,Hoà Phát,Việt Nam,2022,352 lít,1.92 kWh/ngày,Inverter,Xẻng cạo tuyết | Bảng điều khiển | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,89,130,69,53,55 - 65 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18 ℃,9120000,7790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164691,3050893000278,291691,40,184,Hoà Phát,Việt Nam,2022,272 lít,2.92 kWh/ngày,Không có,Xẻng cạo tuyết | Bảng điều khiển | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe,Đồng,2 cửa,92,123,68,50,55 - 65 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ - 18℃,7840000,6890000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164690,3050893000273,291688,40,184,Hoà Phát,Việt Nam,2022,352 lít,3.57 kWh/ngày,Không có,Xẻng cạo tuyết | Bảng điều khiển | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Bánh xe,Đồng,2 cửa,89,130,67,53,55 - 65 dB,R600a,Tủ đông,Không,Công nghệ Extra Freezing | Hệ thống làm lạnh 360 độ | Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,8430000,,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164689,3050893000272,291686,40,184,Hoà Phát,Việt Nam,2022,Hãng không công bố,,Không có,Xẻng cạo tuyết | Bảng điều khiển | Giỏ đựng đồ | Khoá cửa tủ | Bánh xe,Đồng,1 cửa,86,56,53,25,Hãng không công bố,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,,,
164683,3050893000271,291011,40,191,Sanaky,Việt Nam,2022,380 lít,2.67 kWh/ngày,Không có,Đồng hồ điện tử | Cửa kính | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,90,103,69,58,32 - 42dB,R290,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,11770000,10090000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164682,3050893000270,291010,40,191,Sanaky,Việt Nam,2022,380 lít,1.97 kWh/ngày,Inverter,Đồng hồ điện tử | Cửa kính | Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe,Đồng,2 cửa,90,103,69,58,32 - 42 dB,R600a,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,Dưới -18℃,12660000,10890000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164678,3050894000087,288659,40,187,Aqua,Trung Quốc,2022,340 lít,1.93 kWh/ngày,Không có,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Đèn LED,Nhôm,1 cửa,171,60,58,59,57 dB,R600a,Tủ mát,Công nghệ kính Low-E,Công nghệ làm lạnh Air Cooling,Nhựa HIPS kháng khuẩn,Không,Nhật Bản,1 ngăn mát,Không,11690000,9550000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164675,3050894000085,288649,40,193,Kangaroo,Trung Quốc,2020,359 lít,2.65 kWh/ngày,Không có,Cửa kính | Khóa cửa tủ | Lỗ thoát nước | Bánh xe | Đèn LED,Nhôm,1 cửa,178,61,60,64,45 - 55 dB,R600a,Tủ mát,Công nghệ kính Low-E,Nano bạc kháng khuẩn | Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,11990000,9970000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164667,3050894000084,285774,40,193,Kangaroo,Trung Quốc,2020,298 lít,,Không có,Cửa kính | Đèn LED,Nhôm,1 cửa,170,57,60,61,< 60 dB,R600a,Tủ mát,Kính cách nhiệt Low-E,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,,,
164666,3050894000083,285769,40,193,Kangaroo,Trung Quốc,2020,258 lít,,Không có,"Cửa kính | Kháng khuẩn, khử mùi | Đèn LED",Nhôm,1 cửa,173,53,52,55,< 60 dB,R600a,Tủ mát,Kính cách nhiệt Low-E,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn mát,Không,,,
164665,3050893000268,285768,40,193,Kangaroo,Việt Nam,2022,215 lít,1.25 kWh/ngày,Không có,"Kháng khuẩn, khử mùi | Giỏ đựng đồ | Lỗ thoát nước | Hộc chứa dây điện | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe",Đồng,1 cửa,75,62,55,25,38 - 42 dB,R600a,Tủ đông mini,Không,Làm lạnh trực tiếp,Nhôm,Không,Việt Nam,1 ngăn đông,≤-18ºC,,,
164658,3050894000077,284030,40,191,Sanaky,Việt Nam,2022,420 lít,3.9 kWh/ngày,Không có,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Đèn LED,Đồng,1 cửa,203,63,61,72,32-42 dB,R290,Tủ mát,Công nghệ kính Low-E,Công nghệ làm lạnh Nofrost,Nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn mát,Không,14620000,13190000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164657,3050894000076,284029,40,191,Sanaky,Việt Nam,2020,370 lít,2.833 kWh/ngày,Không có,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Đèn LED,Đồng,1 cửa,184,62,61,66,32-42 dB,R290,Tủ mát,Công nghệ kính Low-E,Công nghệ làm lạnh Nofrost,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn mát,Không,13640000,12490000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164656,3050894000075,284028,40,191,Sanaky,Việt Nam,2020,370 lít,2.833 kWh/ngày,Inverter,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Inverter tiết kiệm điện | Đèn LED,Đồng,1 cửa,184,62,61,66,32-42 dB,R600a,Tủ mát,Công nghệ kính Low-E,Công nghệ làm lạnh Nofrost,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn mát,Không,14520000,12790000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164655,3050894000074,284027,40,191,Sanaky,Việt Nam,2020,320 lít,3.994 kWh/ngày,Không có,Cửa kính | Lỗ thoát nước | Khoá cửa tủ | Bánh xe | Đèn LED,Đồng,1 cửa,174,58,61,62,32-42 dB,R600a,Tủ mát,Công nghệ kính Low-E,Công nghệ làm lạnh Nofrost,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn mát,Không,12660000,11980000,"Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164645,3050893000259,283529,40,191,Sanaky,Việt Nam,2022,230 lít,688.9 kWh/năm,Inverter,Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Inverter tiết kiệm điện,Hợp kim thép mạ đồng,1 cửa,165,55,57,57,32-42 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn đông,≤ -18°C,10990000,10800000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
159868,3050893000258,283528,40,191,Sanaky,Việt Nam,2022,230 lít,686.9 kWh/năm,Không có,Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ,Hợp kim thép mạ đồng,1 cửa,165,55,57,57,32-42 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Nhựa ABS,Không,Việt Nam,1 ngăn đông,≤ -18°C,10300000,8590000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164644,3050893000267,283525,40,191,Sanaky,Việt Nam,2019,360 lít,220 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,86,121,62,51,32-42 dB,R600a,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,10100000,9370000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164643,3050893000266,283524,40,191,Sanaky,Việt Nam,2018,280 lít,220 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,84,108,63,42,32-42 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện/PCM (Hợp kim thép chống rỉ),Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,9220000,7690000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164642,3050893000264,283523,40,191,Sanaky,Việt Nam,2018,560 lít,275 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,91,135,76,66,32-42 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp | Khả năng tùy chỉnh 3 chế độ,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,14890000,12390000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164641,3050893000265,283522,40,191,Sanaky,Việt Nam,2018,560 lít,275 kWh/năm,Inverter,Giỏ đựng đồ | Lỗ thoát nước | Khoá cửa tủ | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Inverter tiết kiệm điện,Đồng,2 cửa,90,135,76,63,32-42 dB,R600a,Tủ đông,Không,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,"1 ngăn đông, 1 ngăn mát",≤ -18°C,14130000,13390000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
164640,3050893000263,283521,40,191,Sanaky,Việt Nam,2022,800 lít,3.93 kWh/ngày,Không có,Cửa kính | Giỏ đựng đồ | Lỗ thoát nước | Nút điều chỉnh nhiệt độ bên ngoài tủ | Bánh xe | Đèn LED,Nhôm,2 cửa,84,147,74,80,32-42 dB,R290,Tủ đông,Kính cường lực,Làm lạnh trực tiếp,Hợp kim nhôm sơn tĩnh điện,Không,Việt Nam,1 ngăn đông,≤ -18°C,20220000,18790000,"Phiếu mua hàng Máy lọc không khí/Hút bụi trị giá 300,000đ áp dụng đơn hàng từ 3 triệu | Phiếu mua hàng Máy lọc nước Sanaky trị giá 500,000đ | Phiếu mua hàng Quạt điều hòa trị giá 300.000đ | Phiếu mua hàng Quạt bàn/hộp/sạc/đứng/lửng/treo trị giá 100.000đ (Áp dụng tùy sản phẩm) | Phiếu mua hàng giảm 10% tối đa 300,000đ mua đèn năng lượng mặt trời | Miễn phí công lắp đặt | Phiếu mua hàng mua Pin tiểu (đơn hàng từ 80.000đ trở lên) trị giá 20.000đ"
